#Date,amazon,google
#Date,amazon,google
06-08-2015,539.300000,645.000000
07-07-2015,435.680000,523.130000
30-06-2015,434.200000,526.020000
25-08-2015,487.490000,614.910000
07-08-2015,465.660800,550.597800
19-08-2015,480.366000,571.242000
21-12-2015,668.500000,746.130000
13-01-2016,620.880000,730.850000
28-10-2015,612.300000,707.330000
30-10-2015,626.010000,715.730000
27-08-2015,513.710000,639.400000
10-11-2015,653.000000,724.400000
04-11-2015,627.760000,722.000000
13-07-2015,448.290000,532.880000
04-06-2015,369.240000,467.851200
20-04-2015,378.550000,525.600000
28-01-2016,608.370000,722.220000
23-03-2015,378.070000,560.430000
17-11-2015,650.650000,729.290000
15-01-2016,572.240000,692.290000
14-07-2015,462.320000,546.760000
22-09-2015,539.710000,627.000000
27-07-2015,527.750000,621.000000
19-02-2015,373.490000,538.040000
02-09-2015,505.090000,605.590000
28-05-2015,429.710000,538.010000
15-04-2015,330.799000,465.256000
25-06-2015,376.740200,468.816900
13-10-2015,546.260000,643.150000
04-01-2016,584.098100,646.410000
11-02-2015,315.545500,481.770000
02-02-2016,570.000000,784.500000
08-07-2015,434.350000,521.050000
07-01-2016,621.800000,730.310000
25-02-2015,328.224900,460.874000
18-08-2015,535.040000,661.900000
01-02-2016,578.150000,750.460000
25-01-2016,597.990000,723.580000
06-04-2015,370.100000,532.220000
16-09-2015,521.980000,635.470000
23-12-2015,666.500000,753.470000
12-03-2015,317.185200,498.159000
26-06-2015,441.760000,537.260000
17-07-2015,425.153000,551.650000
05-11-2015,647.100000,729.470000
02-07-2015,437.000000,521.080000
21-10-2015,563.870000,654.150000
19-01-2016,577.090000,703.300000
31-08-2015,516.440000,627.540000
16-06-2015,424.150000,528.400000
23-09-2015,538.300000,622.050000
11-11-2015,663.250000,732.460000
22-06-2015,437.000000,539.590000
20-07-2015,492.570000,659.240000
16-10-2015,565.270000,664.110000
06-02-2015,374.870000,527.640000
26-10-2015,602.300000,701.550000
28-09-2015,520.020000,610.340000
30-03-2015,371.870000,551.620000
17-04-2015,382.630000,528.660000
17-09-2015,526.980000,637.790000
25-03-2015,375.170000,570.500000
16-11-2015,640.920000,715.600000
14-04-2015,383.510000,536.250000
27-03-2015,367.110000,553.000000
28-08-2015,445.050000,544.225200
16-03-2015,318.526800,495.855000
18-05-2015,370.620000,473.488900
22-01-2016,588.730000,723.600000
07-05-2015,424.150000,523.990000
12-01-2016,625.250000,721.680000
21-08-2015,507.360000,639.780000
18-03-2015,369.970000,552.500000
13-02-2015,378.410000,543.350000
03-06-2015,434.400000,539.910000
08-04-2015,374.660000,538.380000
20-01-2016,564.360000,688.610000
18-09-2015,534.620000,636.790000
27-01-2016,601.990000,713.670000
03-03-2015,383.950000,570.450000
31-03-2015,373.240000,550.000000
22-12-2015,666.830000,751.650000
18-06-2015,430.300000,531.000000
21-04-2015,391.310000,537.510000
05-05-2015,422.850000,538.210000
29-06-2015,434.980000,525.010000
09-12-2015,678.000000,759.170000
01-12-2015,592.900000,635.043500
24-02-2015,329.425500,461.100000
13-03-2015,371.520000,553.500000
09-09-2015,524.000000,621.220000
24-03-2015,373.990000,562.560000
02-12-2015,612.900000,692.010000
28-12-2015,665.560000,752.920000
15-10-2015,547.750000,654.660000
20-03-2015,376.290000,561.650000
23-06-2015,392.031000,469.486800
10-09-2015,515.150000,613.100000
03-09-2015,514.500000,617.000000
02-04-2015,370.500000,540.850000
03-12-2015,584.318400,658.768600
18-02-2015,375.420000,541.400000
04-12-2015,666.000000,753.100000
22-05-2015,431.550000,540.150000
06-05-2015,421.430000,531.240000
02-03-2015,380.850000,560.530000
27-02-2015,384.000000,554.240000
04-03-2015,327.853500,508.964300
04-02-2015,358.380000,529.240000
24-07-2015,578.990000,647.000000
13-08-2015,527.370000,659.320000
14-09-2015,529.440000,625.700000
01-10-2015,511.000000,608.370000
25-09-2015,542.570000,629.770000
30-07-2015,527.650000,630.000000
05-01-2016,562.768200,634.482500
11-05-2015,432.510000,538.370000
19-10-2015,507.976400,581.838400
26-05-2015,426.200000,538.120000
09-11-2015,573.025500,620.670000
10-02-2015,319.223400,471.077000
21-01-2016,573.580000,702.180000
29-10-2015,617.700000,710.500000
12-10-2015,539.960000,642.090000
09-03-2015,378.400000,566.860000
09-07-2015,434.900000,523.120000
23-11-2015,671.500000,757.450000
30-04-2015,375.856800,487.604300
14-05-2015,429.450000,533.770000
23-04-2015,390.210000,541.000000
29-12-2015,677.980000,766.690000
30-09-2015,505.440000,603.280000
29-01-2016,571.980000,731.530000
09-04-2015,380.660000,541.030000
26-02-2015,334.140900,467.160600
16-07-2015,465.500000,565.120000
22-04-2015,391.910000,534.400000
14-10-2015,468.639000,568.292700
10-12-2015,665.590000,752.850000
07-04-2015,376.150000,538.080000
27-11-2015,680.800000,748.460000
29-05-2015,427.230000,537.370000
14-01-2016,580.250000,705.380000
20-11-2015,663.950000,746.530000
28-04-2015,438.510000,554.640000
05-06-2015,429.660000,536.350000
01-06-2015,430.400000,536.790000
17-12-2015,680.000000,762.420000
21-07-2015,434.231000,563.480600
18-11-2015,549.533500,640.270400
17-03-2015,371.110000,551.710000
08-12-2015,663.130000,757.890000
06-07-2015,435.230000,519.500000
05-03-2015,385.610000,575.020000
07-12-2015,674.740000,767.770000
03-08-2015,537.450000,625.340000
17-02-2015,377.720000,546.830000
09-06-2015,422.960000,527.560000
12-08-2015,523.750000,663.080000
13-11-2015,663.570000,729.170000
23-02-2015,337.427200,455.642500
12-05-2015,366.418000,478.440000
11-06-2015,380.415200,484.578000
01-07-2015,439.350000,524.730000
15-09-2015,460.460000,551.496000
11-08-2015,523.650000,669.200000
22-07-2015,485.990000,660.890000
06-03-2015,385.520000,574.880000
13-05-2015,429.980000,530.560000
01-04-2015,331.169000,471.796000
19-06-2015,440.260000,537.210000
29-09-2015,506.000000,597.280000
17-06-2015,428.360000,529.370000
14-12-2015,564.740000,645.357300
10-06-2015,366.755600,471.130400
24-11-2015,674.140000,752.000000
18-12-2015,668.650000,746.510000
31-12-2015,686.080000,769.500000
30-11-2015,675.900000,748.810000
09-02-2015,371.000000,528.000000
24-09-2015,530.550000,616.640000
19-05-2015,424.870000,533.980000
20-05-2015,420.600000,538.490000
05-02-2015,366.000000,523.790000
08-06-2015,425.620000,533.310000
02-10-2015,456.561100,540.408000
29-04-2015,426.750000,550.470000
31-07-2015,539.090000,631.380000
29-07-2015,530.920000,628.800000
24-06-2015,387.123900,464.400000
21-05-2015,428.000000,537.950000
14-08-2015,528.250000,655.010000
06-10-2015,545.500000,638.840000
27-04-2015,443.860000,563.390000
08-09-2015,508.690000,612.490000
08-05-2015,430.750000,536.650000
15-06-2015,427.660000,528.000000
03-11-2015,629.530000,718.860000
12-02-2015,375.100000,537.250000
26-01-2016,537.070500,635.326500
23-10-2015,617.680000,727.500000
17-08-2015,467.535200,558.280000
20-08-2015,477.351000,570.250200
15-12-2015,665.030000,753.000000
19-11-2015,664.990000,738.740000
24-12-2015,663.350000,749.550000
01-09-2015,499.140000,602.360000
16-04-2015,383.690000,529.900000
11-09-2015,442.909500,545.380000
26-03-2015,369.590000,557.590000
27-10-2015,608.600000,707.380000
10-08-2015,454.527200,562.742400
10-03-2015,377.450000,564.250000
20-10-2015,497.640000,597.636000
28-07-2015,536.000000,632.830000
11-12-2015,651.230000,741.160000
10-07-2015,440.490000,526.290000
11-03-2015,370.610000,555.140000
22-10-2015,562.700000,646.700000
21-09-2015,544.330000,634.400000
04-08-2015,529.690000,628.420000
02-11-2015,627.130000,711.060000
25-11-2015,675.000000,748.140000
02-06-2015,430.070000,532.930000
06-01-2016,622.000000,730.000000
13-04-2015,383.530000,538.410000
15-05-2015,428.000000,539.180000
19-03-2015,332.744300,486.669300
23-07-2015,491.660000,661.270000
24-04-2015,439.000000,566.100000
04-05-2015,424.800000,538.530000
26-08-2015,430.777800,524.901000
30-12-2015,691.890000,776.600000
24-08-2015,463.580000,573.000000
20-02-2015,378.620000,543.130000
05-08-2015,474.144000,551.867100
08-01-2016,619.660000,731.450000
16-12-2015,583.932800,660.000000
15-07-2015,463.040000,560.130000
06-11-2015,655.000000,731.500000
04-09-2015,497.650000,600.000000
11-01-2016,612.480000,716.610000
12-06-2015,431.250000,531.600000
01-05-2015,381.438000,479.202700
27-05-2015,384.705000,463.536000
12-11-2015,673.000000,731.000000
10-04-2015,384.310000,542.290000
03-02-2016,553.500000,770.220000
